Date AD,Date BS,Stations,Minimun Temprature,Maximum Temprature,Rainfall
2012/7/26,2069-04-11,Dhangadi,33.7,26.2,0.1
2012/7/26,2069-04-11,Birendranagar,35.5,25.8,1.2
2012/7/26,2069-04-11,Nepalgunj,34.4,26.2,0.7
2012/7/26,2069-04-11,Jumla,24.8,16.8,1.2
2012/7/26,2069-04-11,Dang,31.5,,0
2012/7/26,2069-04-11,Pokhara,32.5,23.3,0.1
2012/7/26,2069-04-11,Bhairahawa,33.8,27,0
2012/7/26,2069-04-11,Simra,34.5,26.2,
2012/7/26,2069-04-11,Kathmandu,30.2,20,0.8
2012/7/26,2069-04-11,Okhaldhunga,26.4,15,1
2012/7/26,2069-04-11,Taplejung,27.2,19.5,
2012/7/26,2069-04-11,Dhankuta,30,21,0
2012/7/26,2069-04-11,Biratnagar,36,27,0
2012/7/26,2069-04-11,Jiri,25,18.6,4.0*
2012/7/27,2069-04-12,Dadeldhura,26.3,17.4,2.1
2012/7/27,2069-04-12,Dipayal,35.2,24.4,6.2
2012/7/27,2069-04-12,Dhangadi,35.2,26,0
2012/7/27,2069-04-12,Birendranagar,34,23.5,10.8
2012/7/27,2069-04-12,Nepalgunj,34,26.4,
2012/7/27,2069-04-12,Jumla,26.5,15.8,7.3
2012/7/27,2069-04-12,Dang,30.2,22.5,1.2
2012/7/27,2069-04-12,Pokhara,30.8,24.4,0
2012/7/27,2069-04-12,Bhairahawa,35.2,27.2,
2012/7/27,2069-04-12,Simra,33.6,27,0
2012/7/27,2069-04-12,Kathmandu,28.7,20.6,27.6
2012/7/27,2069-04-12,Okhaldhunga,25.8,15.4,3.2
2012/7/27,2069-04-12,Taplejung,26.6,18.8,6.9
2012/7/27,2069-04-12,Dhankuta,30.3,21.5,
2012/7/27,2069-04-12,Biratnagar,34.3,27,0
2012/7/27,2069-04-12,Jiri,25,17,62.2*
2012/7/28,2069-04-13,Dadeldhura,24.8,18,5.9
2012/7/28,2069-04-13,Dipayal,34.8,24.6,12.7
2012/7/28,2069-04-13,Dhangadi,35,26.2,0.2
2012/7/28,2069-04-13,Birendranagar,31.7,23.7,12.2
2012/7/28,2069-04-13,Nepalgunj,35.8,27.4,0.8
2012/7/28,2069-04-13,Jumla,24.8,16.3,8.1
2012/7/28,2069-04-13,Dang,32,23.8,19
2012/7/28,2069-04-13,Pokhara,30.7,22.5,12.2
2012/7/28,2069-04-13,Bhairahawa,34.8,28.1,0
2012/7/28,2069-04-13,Simra,34.2,27,
2012/7/28,2069-04-13,Kathmandu,28.3,20.5,18
2012/7/28,2069-04-13,Okhaldhunga,27.4,15.5,1.6
2012/7/28,2069-04-13,Dhankuta,30.2,21,0
2012/7/28,2069-04-13,Biratnagar,31,26,0
2012/7/28,2069-04-13,Jiri,25.6,17.4,7.0*
2012/7/29,2069-04-14,Dadeldhura,23.5,17.7,2.2
2012/7/29,2069-04-14,Dipayal,33.6,25.6,1.6
2012/7/29,2069-04-14,Dhangadi,22.1,25.2,0
2012/7/29,2069-04-14,Birendranagar,33,23.6,12.4
2012/7/29,2069-04-14,Nepalgunj,33.7,26.2,10.2
2012/7/29,2069-04-14,Jumla,26.4,16,12.7
2012/7/29,2069-04-14,Dang,31.2,23.5,0
2012/7/29,2069-04-14,Pokhara,30.2,23,6.6
2012/7/29,2069-04-14,Bhairahawa,34.6,28,
2012/7/29,2069-04-14,Simra,34,26,
2012/7/29,2069-04-14,Kathmandu,30.4,20.8,14.4
2012/7/29,2069-04-14,Okhaldhunga,26.4,15,4
2012/7/29,2069-04-14,Taplejung,25.9,,3.3
2012/7/29,2069-04-14,Dhankuta,31.2,20,
2012/7/29,2069-04-14,Biratnagar,32.6,26,0.7
2012/7/29,2069-04-14,Jiri,23,18.7,56.6*
2012/7/30,2069-04-15,Dadeldhura,22.5,17.8,53.5
2012/7/30,2069-04-15,Dipayal,31.8,23.6,5.2
2012/7/30,2069-04-15,Dhangadi,33.1,25.6,15.4
2012/7/30,2069-04-15,Birendranagar,32.7,24,17.3
2012/7/30,2069-04-15,Nepalgunj,34.8,27.2,0
2012/7/30,2069-04-15,Jumla,23.6,16.6,6.5
2012/7/30,2069-04-15,Dang,31,24,11.6
2012/7/30,2069-04-15,Pokhara,31.4,22.4,25.4
2012/7/30,2069-04-15,Bhairahawa,34.2,26.9,1.6
2012/7/30,2069-04-15,Simra,34.4,26,2.6
2012/7/30,2069-04-15,Kathmandu,29.6,21,28.7
2012/7/30,2069-04-15,Okhaldhunga,26.3,15.4,1.2
2012/7/30,2069-04-15,Taplejung,27.7,17.7,7.1
2012/7/30,2069-04-15,Dhankuta,29.4,20.5,0
2012/7/30,2069-04-15,Biratnagar,34,26.1,0
2012/7/30,2069-04-15,Jiri,23.6,17.1,8.4*
2012/7/31,2069-04-16,Dadeldhura,26.3,17.4,1.3
2012/7/31,2069-04-16,Dipayal,34,23.5,7.1
2012/7/31,2069-04-16,Dhangadi,35.2,27,0
2012/7/31,2069-04-16,Birendranagar,33.3,22,41.4
2012/7/31,2069-04-16,Nepalgunj,,27.3,
2012/7/31,2069-04-16,Jumla,24.5,15.8,1.8
2012/7/31,2069-04-16,Dang,31.5,23.5,8.2
2012/7/31,2069-04-16,Pokhara,29.5,23.3,13.6
2012/7/31,2069-04-16,Bhairahawa,35,27,0
2012/7/31,2069-04-16,Simra,32.5,26,0
2012/7/31,2069-04-16,Kathmandu,28.8,21.4,7.4
2012/7/31,2069-04-16,Okhaldhunga,,16,
2012/7/31,2069-04-16,Dhankuta,28.6,20.8,0
2012/7/31,2069-04-16,Biratnagar,,26.2,
2012/7/31,2069-04-16,Jiri,24.5,19,6.2*
2012/8/1,2069-04-17,Dadeldhura,25.2,17,7.6
2012/8/1,2069-04-17,Dipayal,33.2,24.2,10.4
2012/8/1,2069-04-17,Dhangadi,33,25.2,1.8
2012/8/1,2069-04-17,Birendranagar,32.2,22.3,6.3
2012/8/1,2069-04-17,Nepalgunj,34.3,27.1,0.4
2012/8/1,2069-04-17,Jumla,26.3,16.3,20.8
2012/8/1,2069-04-17,Dang,32.5,24.5,0
2012/8/1,2069-04-17,Pokhara,26.3,22.8,31.4
2012/8/1,2069-04-17,Bhairahawa,33.6,28.5,
2012/8/1,2069-04-17,Simra,34,26.5,0
2012/8/1,2069-04-17,Kathmandu,25.5,21.2,1
2012/8/1,2069-04-17,Okhaldhunga,24.8,15,0.6
2012/8/1,2069-04-17,Taplejung,26.7,19.1,1.6
2012/8/1,2069-04-17,Dhankuta,29.2,21,0.5
2012/8/1,2069-04-17,Biratnagar,36.7,26.5,0
2012/8/2,2069-04-18,Dadeldhura,23.3,18,2.5
2012/8/2,2069-04-18,Dipayal,33.2,24.8,15.6
2012/8/2,2069-04-18,Dhangadi,31.7,27,2.4
2012/8/2,2069-04-18,Birendranagar,34,24.5,0
2012/8/2,2069-04-18,Nepalgunj,36.5,27.4,0.3
2012/8/2,2069-04-18,Jumla,25.8,16.8,6.8
2012/8/2,2069-04-18,Dang,32.5,25,3
2012/8/2,2069-04-18,Pokhara,28.5,21.6,43.2
2012/8/2,2069-04-18,Bhairahawa,34.2,23,15.9
2012/8/2,2069-04-18,Simra,32,26.6,2
2012/8/2,2069-04-18,Kathmandu,28.2,20.5,0.4
2012/8/2,2069-04-18,Okhaldhunga,23.4,15,26.4
2012/8/2,2069-04-18,Taplejung,25.9,19.1,93.7
2012/8/2,2069-04-18,Dhankuta,29,20.5,13.6
2012/8/2,2069-04-18,Biratnagar,33.8,26,0
2012/8/2,2069-04-18,Jiri,26.9,18.5,25.0*
2012/8/3,2069-04-19,Dadeldhura,20.4,18.2,76.6
2012/8/3,2069-04-19,Dipayal,29.4,25.2,2.2
2012/8/3,2069-04-19,Dhangadi,27.1,24.6,129.9
2012/8/3,2069-04-19,Birendranagar,29.5,24.2,57.6
2012/8/3,2069-04-19,Nepalgunj,28.8,24.8,220.7
2012/8/3,2069-04-19,Jumla,24.8,17,15.8
2012/8/3,2069-04-19,Dang,24.8,23.5,128.4
2012/8/3,2069-04-19,Pokhara,25.3,22.5,117.2
2012/8/3,2069-04-19,Bhairahawa,27.6,25,99.1
2012/8/3,2069-04-19,Simra,32.5,25,110.6
2012/8/3,2069-04-19,Kathmandu,26.3,20.3,53.6
2012/8/3,2069-04-19,Okhaldhunga,25.8,14.6,75.4
2012/8/3,2069-04-19,Taplejung,25.9,17.5,44.8
2012/8/3,2069-04-19,Dhankuta,31.4,20.5,14
2012/8/3,2069-04-19,Biratnagar,34.8,25,0
2012/8/3,2069-04-19,Jiri,23,17.6,60.6*
2012/8/4,2069-04-20,Dadeldhura,20.8,16.4,23.1
2012/8/4,2069-04-20,Dipayal,29.3,23.4,5.8
2012/8/4,2069-04-20,Dhangadi,30.2,24.2,12.6
2012/8/4,2069-04-20,Birendranagar,29.7,22.7,43
2012/8/4,2069-04-20,Nepalgunj,33.4,24.7,6
2012/8/4,2069-04-20,Jumla,20.8,15,5.5
2012/8/4,2069-04-20,Dang,32.5,22.5,1.8
2012/8/4,2069-04-20,Pokhara,32.5,21.9,7.4
2012/8/4,2069-04-20,Bhairahawa,34.4,25,88.6
2012/8/4,2069-04-20,Simra,35,25,0
2012/8/4,2069-04-20,Kathmandu,29.5,20.2,0.2
2012/8/4,2069-04-20,Okhaldhunga,26.5,15.2,0
2012/8/4,2069-04-20,Taplejung,27.4,18,0.2
2012/8/4,2069-04-20,Dhankuta,31.4,21.4,0
2012/8/4,2069-04-20,Biratnagar,36.3,31,0
2012/8/4,2069-04-20,Jiri,25.5,17.5,6.4*
2012/8/5,2069-04-21,Dadeldhura,22,16.5,17.4
2012/8/5,2069-04-21,Dipayal,33,23.8,0.9
2012/8/5,2069-04-21,Dhangadi,35.7,25.6,0
2012/8/5,2069-04-21,Birendranagar,33.3,23.8,0.9
2012/8/5,2069-04-21,Nepalgunj,25.6,25.6,0
2012/8/5,2069-04-21,Jumla,22.7,15.5,2
2012/8/5,2069-04-21,Dang,32.4,23.6,2.2
2012/8/5,2069-04-21,Pokhara,32.6,22.2,0
2012/8/5,2069-04-21,Bhairahawa,34.6,26,0
2012/8/5,2069-04-21,Simra,34.2,26,0
2012/8/5,2069-04-21,Kathmandu,30.4,20,23
2012/8/5,2069-04-21,Okhaldhunga,27.2,15.6,21.4
2012/8/5,2069-04-21,Taplejung,27.1,17.7,0
2012/8/5,2069-04-21,Dhankuta,31.3,21,0
2012/8/5,2069-04-21,Biratnagar,32.7,25.5,0
2012/8/6,2069-04-22,Dadeldhura,26.5,17.3,2.6
2012/8/6,2069-04-22,Dipayal,35.2,23.6,6.3
2012/8/6,2069-04-22,Dhangadi,,25.2,
2012/8/6,2069-04-22,Birendranagar,33.5,23.2,0.6
2012/8/6,2069-04-22,Nepalgunj,,26.3,
2012/8/6,2069-04-22,Jumla,23.7,14.8,16.8
2012/8/6,2069-04-22,Dang,32.4,22.5,4.2
2012/8/6,2069-04-22,Pokhara,32.8,21.5,19
2012/8/6,2069-04-22,Bhairahawa,34,23.7,19
2012/8/6,2069-04-22,Simra,33.5,26.5,1.4
2012/8/6,2069-04-22,Kathmandu,30.6,21,0.3
2012/8/6,2069-04-22,Okhaldhunga,26.8,15,0.6
2012/8/6,2069-04-22,Taplejung,27.1,18.1,5.3
2012/8/6,2069-04-22,Dhankuta,30.3,20.37,0
2012/8/6,2069-04-22,Biratnagar,35,26.6,0
2012/8/6,2069-04-22,Jiri,25,16.6,39.0*
2012/8/7,2069-04-23,Dadeldhura,28.1,17.5,10.8
2012/8/7,2069-04-23,Dipayal,35.6,23.4,11
2012/8/7,2069-04-23,Dhangadi,34.2,25.5,
2012/8/7,2069-04-23,Birendranagar,34.6,24,2.8
2012/8/7,2069-04-23,Nepalgunj,35.4,25.4,0.3
2012/8/7,2069-04-23,Jumla,25.3,15,16.4
2012/8/7,2069-04-23,Dang,31.6,22.5,0
2012/8/7,2069-04-23,Pokhara,31.3,23.5,0
2012/8/7,2069-04-23,Bhairahawa,32.7,26,0
2012/8/7,2069-04-23,Simra,32.6,27,1.8
2012/8/7,2069-04-23,Kathmandu,29.5,20.2,0
2012/8/7,2069-04-23,Okhaldhunga,23,15.6,0
2012/8/7,2069-04-23,Taplejung,22.4,18.7,1.7
2012/8/7,2069-04-23,Dhankuta,23.8,20.6,3.1
2012/8/7,2069-04-23,Biratnagar,29.7,26,5.2
2012/8/7,2069-04-23,Jiri,23.2,17,1.0*
2012/8/8,2069-04-24,Dadeldhura,24.5,18.5,3.6
2012/8/8,2069-04-24,Dipayal,31.6,25.6,0
2012/8/8,2069-04-24,Dhangadi,33.2,25,0
2012/8/8,2069-04-24,Birendranagar,30.5,24,30.8
2012/8/8,2069-04-24,Nepalgunj,34.4,26.3,
2012/8/8,2069-04-24,Jumla,25.8,16.5,1.1
2012/8/8,2069-04-24,Dang,32,23,0
2012/8/8,2069-04-24,Pokhara,24.8,23,0
2012/8/8,2069-04-24,Bhairahawa,33.8,27.4,
2012/8/8,2069-04-24,Simra,34.2,26,1.8
2012/8/8,2069-04-24,Kathmandu,29.6,20.4,1.8
2012/8/8,2069-04-24,Okhaldhunga,,15,0.2
2012/8/8,2069-04-24,Taplejung,26,19,0.2
2012/8/8,2069-04-24,Dhankuta,30.1,21,1.2
2012/8/8,2069-04-24,Biratnagar,33.5,26.5,0
2012/8/9,2069-04-25,Dadeldhura,22.4,17.6,15.5
2012/8/9,2069-04-25,Dipayal,31.4,25.2,11.6
2012/8/9,2069-04-25,Dhangadi,31.8,26.2,10.2
2012/8/9,2069-04-25,Birendranagar,33.2,22.5,25.9
2012/8/9,2069-04-25,Nepalgunj,34,26.3,1.5
2012/8/9,2069-04-25,Jumla,24.6,16.5,2.2
2012/8/9,2069-04-25,Dang,29.4,23.6,3.6
2012/8/9,2069-04-25,Pokhara,24.6,22.2,35
2012/8/9,2069-04-25,Bhairahawa,31.4,26,17
2012/8/9,2069-04-25,Simra,31.4,26.2,4.6
2012/8/9,2069-04-25,Kathmandu,24.5,19.6,14.8
2012/8/9,2069-04-25,Okhaldhunga,,14.6,
2012/8/9,2069-04-25,Taplejung,26.8,17.3,12
2012/8/9,2069-04-25,Dhankuta,31.8,21.5,
2012/8/9,2069-04-25,Biratnagar,36.3,26.9,0
2012/8/9,2069-04-25,Jiri,25,16.9,20.7*
2012/8/10,2069-04-26,Dadeldhura,26.4,16,10.8
2012/8/10,2069-04-26,Dipayal,35.7,23.2,6
2012/8/10,2069-04-26,Dhangadi,34.8,24.2,0
2012/8/10,2069-04-26,Birendranagar,33.6,22.5,1.5
2012/8/10,2069-04-26,Nepalgunj,36.4,26.2,
2012/8/10,2069-04-26,Jumla,25.5,14.5,
2012/8/10,2069-04-26,Dang,33.5,21.5,0
2012/8/10,2069-04-26,Pokhara,32,19.8,0.1
2012/8/10,2069-04-26,Bhairahawa,35.2,25.6,0
2012/8/10,2069-04-26,Simra,35,24.5,0
2012/8/10,2069-04-26,Kathmandu,31.2,19,1.3
2012/8/10,2069-04-26,Okhaldhunga,27.2,15,66
2012/8/10,2069-04-26,Taplejung,26.5,18.5,9.6
2012/8/10,2069-04-26,Dhankuta,31.2,21,
2012/8/10,2069-04-26,Biratnagar,36,26.5,26.5
2012/8/10,2069-04-26,Jiri,25.4,16.5,*
2012/8/11,2069-04-27,Dadeldhura,26.7,18.4,7.7
2012/8/11,2069-04-27,Dipayal,35.7,23.4,13.1
2012/8/11,2069-04-27,Dhangadi,35,26.2,0
2012/8/11,2069-04-27,Birendranagar,33,23.5,0.7
2012/8/11,2069-04-27,Nepalgunj,35.8,27.2,8.6
2012/8/11,2069-04-27,Jumla,24.5,14.9,2.4
2012/8/11,2069-04-27,Dang,32.4,24,3.4
2012/8/11,2069-04-27,Pokhara,31.2,21.5,9.6
2012/8/11,2069-04-27,Bhairahawa,33.6,28.2,0
2012/8/11,2069-04-27,Simra,34,26.8,0
2012/8/11,2069-04-27,Kathmandu,31,20,16.5
2012/8/11,2069-04-27,Okhaldhunga,26.2,15.4,0
2012/8/11,2069-04-27,Taplejung,27.7,17.7,21.4
2012/8/11,2069-04-27,Dhankuta,31.8,21.5,
2012/8/11,2069-04-27,Biratnagar,33.5,25.9,0
2012/8/11,2069-04-27,Jiri,23.5,16.9,26.7*
2012/8/12,2069-04-28,Dadeldhura,26.3,17.5,0
2012/8/12,2069-04-28,Dipayal,34.7,23.6,3.9
2012/8/12,2069-04-28,Dhangadi,34.1,26,6.8
2012/8/12,2069-04-28,Birendranagar,32.8,24.1,34.4
2012/8/12,2069-04-28,Nepalgunj,35.7,26.6,0
2012/8/12,2069-04-28,Jumla,26.5,15.5,0
2012/8/12,2069-04-28,Dang,31.4,23.2,0.6
2012/8/12,2069-04-28,Pokhara,31,23.1,
2012/8/12,2069-04-28,Bhairahawa,33.8,22,0
2012/8/12,2069-04-28,Simra,33.5,26.5,1.2
2012/8/12,2069-04-28,Kathmandu,29.4,19,10.9
2012/8/12,2069-04-28,Okhaldhunga,25.8,14.6,0
2012/8/12,2069-04-28,Taplejung,26.3,17.2,8.5
2012/8/12,2069-04-28,Dhankuta,31.4,20,0
2012/8/12,2069-04-28,Biratnagar,33.3,25,0
2012/8/12,2069-04-28,Jiri,24,16.5,23.6*
2012/8/13,2069-04-29,Dadeldhura,23.7,17.5,30.6
2012/8/13,2069-04-29,Dipayal,34.8,25.2,2.6
2012/8/13,2069-04-29,Dhangadi,32.2,26,
2012/8/13,2069-04-29,Birendranagar,32.5,23.8,2.6
2012/8/13,2069-04-29,Nepalgunj,33.4,25.3,2.3
2012/8/13,2069-04-29,Jumla,24.2,15.9,7.8
2012/8/13,2069-04-29,Dang,31.4,23,1.7
2012/8/13,2069-04-29,Pokhara,32.1,23.1,5.9
2012/8/13,2069-04-29,Bhairahawa,33.7,25.4,13.7
2012/8/13,2069-04-29,Simra,33.5,25,7.2
2012/8/13,2069-04-29,Kathmandu,30.3,19.4,0
2012/8/13,2069-04-29,Okhaldhunga,26.6,15,
2012/8/13,2069-04-29,Taplejung,26.4,18.4,2
2012/8/13,2069-04-29,Dhankuta,31.2,20,
2012/8/13,2069-04-29,Biratnagar,34.5,26.5,0
2012/8/13,2069-04-29,Jiri,24.4,17.2,3.7*
2012/8/14,2069-04-30,Dadeldhura,25.4,17,1.9
2012/8/14,2069-04-30,Dipayal,34.8,24.4,2.9
2012/8/14,2069-04-30,Dhangadi,33.7,26.2,0
2012/8/14,2069-04-30,Birendranagar,34,33.5,0
2012/8/14,2069-04-30,Nepalgunj,34.8,25.5,4.1
2012/8/14,2069-04-30,Jumla,25.3,16.4,9.8
2012/8/14,2069-04-30,Dang,32,22.4,0
2012/8/14,2069-04-30,Pokhara,32.6,23.8,0
2012/8/14,2069-04-30,Bhairahawa,35,25,5.3
2012/8/14,2069-04-30,Simra,35.5,25.5,22
2012/8/14,2069-04-30,Kathmandu,30.7,20,0.9
2012/8/14,2069-04-30,Okhaldhunga,26.5,,0
2012/8/14,2069-04-30,Taplejung,27.3,18.8,0
2012/8/14,2069-04-30,Dhankuta,,20.2,
2012/8/14,2069-04-30,Biratnagar,36.4,27,0
2012/8/14,2069-04-30,Jiri,26,16,2.7*
2012/8/15,2069-04-31,Dadeldhura,27.7,17.4,4.3
2012/8/15,2069-04-31,Dipayal,35.2,23.4,0
2012/8/15,2069-04-31,Dhangadi,34.6,25.2,0
2012/8/15,2069-04-31,Birendranagar,35.6,23,
2012/8/15,2069-04-31,Nepalgunj,35.8,26.5,1.4
2012/8/15,2069-04-31,Jumla,26,14.9,6.9
2012/8/15,2069-04-31,Dang,33,22.9,12.6
2012/8/15,2069-04-31,Pokhara,32.9,23.6,0
2012/8/15,2069-04-31,Bhairahawa,36.4,28,11
2012/8/15,2069-04-31,Simra,35,26.5,0.6
2012/8/15,2069-04-31,Kathmandu,29.6,20.8,21.9
2012/8/15,2069-04-31,Okhaldhunga,27.4,15.5,36.6
2012/8/15,2069-04-31,Taplejung,26.9,18.8,6.7
2012/8/15,2069-04-31,Dhankuta,30.8,20.8,
2012/8/15,2069-04-31,Biratnagar,35.7,27,0
2012/8/15,2069-04-31,Jiri,25.5,17,34.9*
2012/8/16,2069-04-32,Dadeldhura,25.7,18.1,0
2012/8/16,2069-04-32,Dipayal,35.7,25,0
2012/8/16,2069-04-32,Dhangadi,34.9,26.6,0
2012/8/16,2069-04-32,Birendranagar,35.6,23,0
2012/8/16,2069-04-32,Nepalgunj,36.8,25.6,5.1
2012/8/16,2069-04-32,Jumla,25.4,14.5,0.1
2012/8/16,2069-04-32,Dang,33,23.2,3
2012/8/16,2069-04-32,Pokhara,31.5,22.5,
2012/8/16,2069-04-32,Bhairahawa,36.4,26.4,0
2012/8/16,2069-04-32,Simra,36,26.5,0
2012/8/16,2069-04-32,Kathmandu,31.2,20.6,0.4
2012/8/16,2069-04-32,Okhaldhunga,28,15,36.8
2012/8/16,2069-04-32,Taplejung,28.5,18.3,2.2
2012/8/16,2069-04-32,Dhankuta,34.2,21,0.2
2012/8/16,2069-04-32,Biratnagar,36.7,27,0
2012/8/16,2069-04-32,Jiri,25.8,16.5,2.5*
2012/8/17,2069-05-01,Dadeldhura,28.7,18,9.2
2012/8/17,2069-05-01,Dipayal,35.8,25.6,2.9
2012/8/17,2069-05-01,Dhangadi,35.6,27,1.4
2012/8/17,2069-05-01,Birendranagar,34.7,23.5,7.4
2012/8/17,2069-05-01,Nepalgunj,37.4,26.4,0.6
2012/8/17,2069-05-01,Jumla,26.1,16.5,0.1
2012/8/17,2069-05-01,Dang,32.8,23.5,1.8
2012/8/17,2069-05-01,Pokhara,32.6,24,9
2012/8/17,2069-05-01,Bhairahawa,36,28.2,19.2
2012/8/17,2069-05-01,Simra,35.2,26.5,0
2012/8/17,2069-05-01,Kathmandu,31,21.2,
2012/8/17,2069-05-01,Okhaldhunga,18.5,16.5,99.6
2012/8/17,2069-05-01,Taplejung,27.8,18.5,18
2012/8/17,2069-05-01,Dhankuta,32,21.8,0
2012/8/17,2069-05-01,Biratnagar,36.7,27.5,0
2012/8/17,2069-05-01,Jiri,27.5,17.5,13.5*
2012/8/18,2069-05-02,Dadeldhura,27.2,18.6,7.3
2012/8/18,2069-05-02,Dipayal,35.8,24.7,20.1
2012/8/18,2069-05-02,Dhangadi,35.2,27.2,1.3
2012/8/18,2069-05-02,Birendranagar,34.5,23.3,3.4
2012/8/18,2069-05-02,Nepalgunj,35.8,25.5,3.7
2012/8/18,2069-05-02,Jumla,25.8,,8.7
2012/8/18,2069-05-02,Dang,32.5,24.5,10.6
2012/8/18,2069-05-02,Pokhara,31.8,23.4,17.1
2012/8/18,2069-05-02,Bhairahawa,36.2,26.5,10.2
2012/8/18,2069-05-02,Simra,35.4,26,0
2012/8/18,2069-05-02,Kathmandu,30.3,20.4,23.7
2012/8/18,2069-05-02,Okhaldhunga,,15.2,
2012/8/18,2069-05-02,Taplejung,27.5,18.5,35.9
2012/8/18,2069-05-02,Dhankuta,31.3,22.5,0
2012/8/18,2069-05-02,Biratnagar,35.3,27.5,5.1
2012/8/18,2069-05-02,Jiri,26,17.2,55.2*
2012/8/19,2069-05-03,Dadeldhura,25.9,17.8,23.4
2012/8/19,2069-05-03,Dipayal,34.2,24,23.6
2012/8/19,2069-05-03,Dhangadi,34.2,26,9.8
2012/8/19,2069-05-03,Birendranagar,32.8,24.5,6.9
2012/8/19,2069-05-03,Nepalgunj,,26,
2012/8/19,2069-05-03,Dang,31.2,23.2,26.2
2012/8/19,2069-05-03,Pokhara,29.6,24.5,18.2
2012/8/19,2069-05-03,Bhairahawa,35.6,27.8,0
2012/8/19,2069-05-03,Simra,34.3,26.5,0
2012/8/19,2069-05-03,Kathmandu,31,21,0.9
2012/8/19,2069-05-03,Okhaldhunga,25.5,17.5,1.6
2012/8/19,2069-05-03,Taplejung,26.4,18.2,18.7
2012/8/19,2069-05-03,Dhankuta,30.8,22,0
2012/8/19,2069-05-03,Biratnagar,34.7,26.5,0
2012/8/19,2069-05-03,Jiri,25.5,17,14.2*
2012/8/20,2069-05-04,Dadeldhura,21.3,16,55.2
2012/8/20,2069-05-04,Dipayal,29.7,22.4,23.3
2012/8/20,2069-05-04,Dhangadi,32.9,24.2,78.5
2012/8/20,2069-05-04,Birendranagar,29,24.8,3.9
2012/8/20,2069-05-04,Nepalgunj,36.2,26.7,
2012/8/20,2069-05-04,Jumla,23.4,15.3,24
2012/8/20,2069-05-04,Dang,31.5,24,10.2
2012/8/20,2069-05-04,Pokhara,28.4,21,49
2012/8/20,2069-05-04,Bhairahawa,35,27.7,0
2012/8/20,2069-05-04,Simra,34,26.5,0
2012/8/20,2069-05-04,Kathmandu,27.2,20.4,14.3
2012/8/20,2069-05-04,Okhaldhunga,23.4,15,0
2012/8/20,2069-05-04,Taplejung,26.4,17.4,2
2012/8/20,2069-05-04,Dhankuta,29,20.5,0
2012/8/20,2069-05-04,Biratnagar,33.3,26.5,0
2012/8/20,2069-05-04,Jiri,22,17,29.9*
2012/8/21,2069-05-05,Dadeldhura,24,16.5,1.5
2012/8/21,2069-05-05,Dipayal,33.7,23.6,0.8
2012/8/21,2069-05-05,Dhangadi,33.4,25.2,7.5
2012/8/21,2069-05-05,Birendranagar,34,24,18.9
2012/8/21,2069-05-05,Nepalgunj,35.4,25.6,55.5
2012/8/21,2069-05-05,Jumla,24.7,15.2,
2012/8/21,2069-05-05,Dang,31,23.2,3.8
2012/8/21,2069-05-05,Pokhara,30.7,23.1,0
2012/8/21,2069-05-05,Bhairahawa,35.4,,0
2012/8/21,2069-05-05,Simra,33,26.4,
2012/8/21,2069-05-05,Kathmandu,28.7,20.3,23.4
2012/8/21,2069-05-05,Okhaldhunga,15.5,15,34.6
2012/8/21,2069-05-05,Taplejung,26,17.9,16.2
2012/8/21,2069-05-05,Dhankuta,29..8,20.5,1.3
2012/8/21,2069-05-05,Biratnagar,34.5,25.5,0
2012/8/21,2069-05-05,Jiri,25,16.5,5.1*
2012/8/22,2069-05-06,Dadeldhura,23.9,17,13.1
2012/8/22,2069-05-06,Dipayal,32.7,23.6,1.6
2012/8/22,2069-05-06,Dhangadi,31.9,24.2,55.4
2012/8/22,2069-05-06,Birendranagar,32.4,,
2012/8/22,2069-05-06,Nepalgunj,30.8,24.4,
2012/8/22,2069-05-06,Jumla,24.5,14.9,9.2
2012/8/22,2069-05-06,Dang,30.4,22.8,63.2
2012/8/22,2069-05-06,Pokhara,29.3,21.6,174
2012/8/22,2069-05-06,Bhairahawa,32.2,26.4,2.8
2012/8/22,2069-05-06,Simra,30.7,25.4,
2012/8/22,2069-05-06,Kathmandu,28.2,19.8,16.5
2012/8/22,2069-05-06,Okhaldhunga,24,14.4,
2012/8/22,2069-05-06,Taplejung,26,17.6,12.8
2012/8/22,2069-05-06,Dhankuta,29.2,21,2.8
2012/8/22,2069-05-06,Biratnagar,32.7,25,0
2012/8/22,2069-05-06,Jiri,26.5,16,45.2*
2012/8/23,2069-05-07,Dadeldhura,24.8,16.6,24.5
2012/8/23,2069-05-07,Dipayal,33.2,23.7,0.9
2012/8/23,2069-05-07,Dhangadi,29.3,24.6,2.8
2012/8/23,2069-05-07,Birendranagar,30.5,23.5,26.8
2012/8/23,2069-05-07,Nepalgunj,27.8,24.3,34.4
2012/8/23,2069-05-07,Jumla,23.7,14.6,14.4
2012/8/23,2069-05-07,Dang,25.2,,23
2012/8/23,2069-05-07,Pokhara,28.6,21.2,48.3
2012/8/23,2069-05-07,Bhairahawa,27.6,25.8,18
2012/8/23,2069-05-07,Simra,30,26,
2012/8/23,2069-05-07,Kathmandu,29,19.5,1.2
2012/8/23,2069-05-07,Okhaldhunga,26,13.5,3.4
2012/8/23,2069-05-07,Taplejung,26.3,17,1.8
2012/8/23,2069-05-07,Dhankuta,30.2,19.5,0
