Date AD,Date BS,Stations,Minimun Temprature,Maximum Temprature,Rainfall
2013/8/12,2070-04-28,Nepalgunj,33,26,
2013/8/12,2070-04-28,Jumla,25,16,
2013/8/12,2070-04-28,Dang,30,23,
2013/8/12,2070-04-28,Pokhara,31,21.8,47.7
2013/8/12,2070-04-28,Bhairahawa,34.3,25,77.2
2013/8/12,2070-04-28,Simra,33.5,23.8,146.8
2013/8/12,2070-04-28,Kathmandu,29.3,20,41.3
2013/8/12,2070-04-28,Okhaldhunga,24.4,16,31.6
2013/8/12,2070-04-28,Taplejung,26.5,18.7,4.5
2013/8/12,2070-04-28,Dhankuta,28,19.5,2.3
2013/8/12,2070-04-28,Biratnagar,34,26,
2013/8/13,2070-04-29,Dadeldhura,24.8,17,48.9
2013/8/13,2070-04-29,Dipayal,34.2,23.4,46.2
2013/8/13,2070-04-29,Dhangadi,33.3,24.5,19.1
2013/8/13,2070-04-29,Birendranagar,34.4,23.5,30.8
2013/8/13,2070-04-29,Nepalgunj,33.9,25.4,5.8
2013/8/13,2070-04-29,Jumla,25.3,15.4,11.7
2013/8/13,2070-04-29,Dang,31.5,23.5,
2013/8/13,2070-04-29,Pokhara,31,23.2,1.2
2013/8/13,2070-04-29,Bhairahawa,34.6,27,0
2013/8/13,2070-04-29,Simra,34.5,26,1.2
2013/8/13,2070-04-29,Kathmandu,29,19.2,60.2
2013/8/13,2070-04-29,Okhaldhunga,25.4,16,3
2013/8/13,2070-04-29,Taplejung,26,18.1,30.2
2013/8/13,2070-04-29,Dhankuta,28.5,20.8,1
2013/8/13,2070-04-29,Biratnagar,,26.5,
2013/8/14,2070-04-30,Dadeldhura,26.9,16,3.6
2013/8/14,2070-04-30,Dipayal,35,23.4,0.7
2013/8/14,2070-04-30,Dhangadi,33.4,24.7,
2013/8/14,2070-04-30,Birendranagar,33.4,22.2,3.2
2013/8/14,2070-04-30,Nepalgunj,34.4,25.2,
2013/8/14,2070-04-30,Jumla,24.7,15.2,2.1
2013/8/14,2070-04-30,Dang,32,23,0.6
2013/8/14,2070-04-30,Pokhara,31.4,22,8.1
2013/8/14,2070-04-30,Bhairahawa,35.6,25.5,1.2
2013/8/14,2070-04-30,Simra,35,25.4,5.4
2013/8/14,2070-04-30,Kathmandu,29.2,19.8,9.7
2013/8/14,2070-04-30,Okhaldhunga,24.8,16.8,19
2013/8/14,2070-04-30,Taplejung,25.4,17.6,19.3
2013/8/14,2070-04-30,Dhankuta,28.8,20.5,2.4
2013/8/14,2070-04-30,Biratnagar,32.6,26.5,
2013/8/15,2070-04-31,Dadeldhura,26.7,16.2,13.8
2013/8/15,2070-04-31,Dipayal,33,22.7,0.2
2013/8/15,2070-04-31,Birendranagar,33,22.7,6.9
2013/8/15,2070-04-31,Nepalgunj,35.8,24.2,29.4
2013/8/15,2070-04-31,Jumla,23.4,14.8,13.6
2013/8/15,2070-04-31,Dang,33,21,36.4
2013/8/15,2070-04-31,Pokhara,31.6,23,
2013/8/15,2070-04-31,Bhairahawa,33.7,25.7,10
2013/8/15,2070-04-31,Simra,34.4,25.5,1
2013/8/15,2070-04-31,Kathmandu,30,19.6,0
2013/8/15,2070-04-31,Okhaldhunga,26,17.2,3.4
2013/8/15,2070-04-31,Taplejung,26.9,,32.4
2013/8/15,2070-04-31,Dhankuta,29,20.9,0
2013/8/15,2070-04-31,Biratnagar,33.7,26,0
2013/8/16,2070-04-32,Dadeldhura,25.3,17.2,3.2
2013/8/16,2070-04-32,Dipayal,34.8,24.4,5.9
2013/8/16,2070-04-32,Dhangadi,,25.8,
2013/8/16,2070-04-32,Birendranagar,33.2,22.7,7.3
2013/8/16,2070-04-32,Nepalgunj,31.8,24.2,0.6
2013/8/16,2070-04-32,Jumla,25.4,15.2,2.8
2013/8/16,2070-04-32,Dang,33,23.9,15.2
2013/8/16,2070-04-32,Pokhara,31.6,21.9,28.3
2013/8/16,2070-04-32,Bhairahawa,,25.6,
2013/8/16,2070-04-32,Simra,33.5,25,0
2013/8/16,2070-04-32,Kathmandu,30.2,19.8,64.3
2013/8/16,2070-04-32,Okhaldhunga,25.8,16.6,
2013/8/16,2070-04-32,Taplejung,25.1,15.9,13.9
2013/8/16,2070-04-32,Dhankuta,29,21,0
2013/8/16,2070-04-32,Biratnagar,33.5,25,0
2013/8/17,2070-05-01,Dadeldhura,24.8,16.5,
2013/8/17,2070-05-01,Dipayal,34.7,23.6,0
2013/8/17,2070-05-01,Dhangadi,33,24.2,1
2013/8/17,2070-05-01,Birendranagar,31.9,22.2,0
2013/8/17,2070-05-01,Nepalgunj,31.7,25.2,1.7
2013/8/17,2070-05-01,Jumla,24.8,14.4,5.2
2013/8/17,2070-05-01,Dang,31.5,21.5,5.8
2013/8/17,2070-05-01,Pokhara,28.5,22,36.5
2013/8/17,2070-05-01,Bhairahawa,,25.4,
2013/8/17,2070-05-01,Simra,33.4,24.5,11.2
2013/8/17,2070-05-01,Kathmandu,27.9,20.4,8.5
2013/8/17,2070-05-01,Okhaldhunga,25.4,16.4,46.8
2013/8/17,2070-05-01,Taplejung,25.4,18.4,1.7
2013/8/17,2070-05-01,Dhankuta,28.3,20.5,5.3
2013/8/17,2070-05-01,Biratnagar,33.7,25,4.6
2013/8/18,2070-05-02,Dadeldhura,26,17.3,4.3
2013/8/18,2070-05-02,Dipayal,33.4,0,0
2013/8/18,2070-05-02,Dhangadi,32.5,25,49.9
2013/8/18,2070-05-02,Birendranagar,32.5,23.3,21
2013/8/18,2070-05-02,Nepalgunj,33,24.9,3.3
2013/8/18,2070-05-02,Jumla,25,15.7,4.5
2013/8/18,2070-05-02,Dang,34.5,23,12.6
2013/8/18,2070-05-02,Pokhara,31.8,22.4,19.5
2013/8/18,2070-05-02,Bhairahawa,34.6,25.5,
2013/8/18,2070-05-02,Simra,34,0,7
2013/8/18,2070-05-02,Kathmandu,30,19.6,4.3
2013/8/18,2070-05-02,Okhaldhunga,25.6,16.6,13.2
2013/8/18,2070-05-02,Taplejung,23.9,18.5,12.9
2013/8/18,2070-05-02,Dhankuta,29.2,20,0
2013/8/18,2070-05-02,Biratnagar,33.3,25.3,3.7
2013/8/19,2070-05-03,Dadeldhura,26.2,16.5,4.2
2013/8/19,2070-05-03,Dipayal,35.2,,0
2013/8/19,2070-05-03,Dhangadi,34.6,25.2,0.1
2013/8/19,2070-05-03,Birendranagar,33.6,23,6.4
2013/8/19,2070-05-03,Nepalgunj,34.7,25.2,0.3
2013/8/19,2070-05-03,Jumla,25,14.8,34.6
2013/8/19,2070-05-03,Dang,32.6,22,0
2013/8/19,2070-05-03,Pokhara,30.2,22.5,1.6
2013/8/19,2070-05-03,Bhairahawa,35,26.3,4.4
2013/8/19,2070-05-03,Simra,34.5,24,0
2013/8/19,2070-05-03,Kathmandu,29.8,20,20.4
2013/8/19,2070-05-03,Okhaldhunga,25.8,17,4.8
2013/8/19,2070-05-03,Taplejung,27.7,17.5,0
2013/8/19,2070-05-03,Dhankuta,29.6,21,0
2013/8/19,2070-05-03,Biratnagar,33.5,24.5,
2013/8/20,2070-05-04,Dadeldhura,27.4,16.5,6
2013/8/20,2070-05-04,Dipayal,33,24,0
2013/8/20,2070-05-04,Dhangadi,,26.7,
2013/8/20,2070-05-04,Birendranagar,33.5,22.8,1.1
2013/8/20,2070-05-04,Nepalgunj,34.5,27,
2013/8/20,2070-05-04,Jumla,22,13.3,19.2
2013/8/20,2070-05-04,Dang,31.4,23.5,0
2013/8/20,2070-05-04,Pokhara,31.2,23,3.2
2013/8/20,2070-05-04,Bhairahawa,35.2,27.5,0
2013/8/20,2070-05-04,Kathmandu,30,19.5,26.8
2013/8/20,2070-05-04,Okhaldhunga,26.4,16,6.6
2013/8/20,2070-05-04,Taplejung,26,27.7,25.2
2013/8/20,2070-05-04,Dhankuta,,20,
2013/8/20,2070-05-04,Biratnagar,33.2,25.2,0
2013/8/21,2070-05-05,Dadeldhura,26.8,16.5,0
2013/8/21,2070-05-05,Dipayal,35.7,24,0
2013/8/21,2070-05-05,Dhangadi,33.8,27,
2013/8/21,2070-05-05,Birendranagar,34.4,23.8,
2013/8/21,2070-05-05,Nepalgunj,35.4,27.2,0
2013/8/21,2070-05-05,Jumla,25.7,14.5,0.2
2013/8/21,2070-05-05,Dang,32.8,23.6,25.2
2013/8/21,2070-05-05,Pokhara,31.5,23.8,0
2013/8/21,2070-05-05,Bhairahawa,,28,0
2013/8/21,2070-05-05,Simra,32,26,1.8
2013/8/21,2070-05-05,Kathmandu,27.5,20.6,7.1
2013/8/21,2070-05-05,Okhaldhunga,24.8,17,3.4
2013/8/21,2070-05-05,Taplejung,23.8,17.6,24.3
2013/8/21,2070-05-05,Dhankuta,28.2,21,4.3
2013/8/21,2070-05-05,Biratnagar,30,27,0
2013/8/22,2070-05-06,Dadeldhura,25.5,16.6,20.4
2013/8/22,2070-05-06,Dipayal,35.2,24.4,0
2013/8/22,2070-05-06,Dhangadi,34,24.2,9.2
2013/8/22,2070-05-06,Birendranagar,33.3,22.9,21.8
2013/8/22,2070-05-06,Nepalgunj,33.9,25,2.6
2013/8/22,2070-05-06,Jumla,25.5,15.3,0.3
2013/8/22,2070-05-06,Dang,32.8,22,0
2013/8/22,2070-05-06,Pokhara,30.6,21.3,59
2013/8/22,2070-05-06,Bhairahawa,34.1,25,
2013/8/22,2070-05-06,Simra,33.5,25,
2013/8/22,2070-05-06,Kathmandu,29.5,19.6,0
2013/8/22,2070-05-06,Okhaldhunga,25.8,16.4,3.2
2013/8/22,2070-05-06,Taplejung,26.5,,
2013/8/22,2070-05-06,Dhankuta,27.7,20.2,0
2013/8/22,2070-05-06,Biratnagar,34,25,0
2013/8/23,2070-05-07,Dadeldhura,26.8,16.8,0.9
2013/8/23,2070-05-07,Dipayal,36.2,24,0
2013/8/23,2070-05-07,Dhangadi,34.8,25.5,0
2013/8/23,2070-05-07,Birendranagar,34.1,21.8,0.2
2013/8/23,2070-05-07,Nepalgunj,34.9,25.6,0
2013/8/23,2070-05-07,Jumla,26.4,15.6,
2013/8/23,2070-05-07,Dang,31,22,0
2013/8/23,2070-05-07,Pokhara,32.6,22.9,0
2013/8/23,2070-05-07,Bhairahawa,35.2,26.5,
2013/8/23,2070-05-07,Simra,34.6,25,
2013/8/23,2070-05-07,Kathmandu,31.2,19.8,0.6
2013/8/23,2070-05-07,Okhaldhunga,,17.4,
2013/8/23,2070-05-07,Taplejung,27.2,18.5,0
2013/8/23,2070-05-07,Dhankuta,28.8,20,0
2013/8/23,2070-05-07,Biratnagar,35,26,0
2013/8/24,2070-05-08,Dadeldhura,26.2,17.5,1.1
2013/8/24,2070-05-08,Dhangadi,35.2,26,1.8
2013/8/24,2070-05-08,Birendranagar,34.5,24.6,0
2013/8/24,2070-05-08,Nepalgunj,35.3,26.3,0
2013/8/24,2070-05-08,Jumla,25.8,16.2,0
2013/8/24,2070-05-08,Dang,32.2,22.5,0
2013/8/24,2070-05-08,Pokhara,32.5,24.2,0
2013/8/24,2070-05-08,Bhairahawa,35.6,27.4,0
2013/8/24,2070-05-08,Simra,35,26,0
2013/8/24,2070-05-08,Kathmandu,31,21.2,13
2013/8/24,2070-05-08,Okhaldhunga,27.4,17.4,8.1
2013/8/24,2070-05-08,Taplejung,28.8,18.9,0.9
2013/8/24,2070-05-08,Dhankuta,29,20.5,0
2013/8/24,2070-05-08,Biratnagar,36.2,26,0
2013/8/25,2070-05-09,Dadeldhura,26.3,17.3,
2013/8/25,2070-05-09,Dipayal,35.8,23.8,0
2013/8/25,2070-05-09,Dhangadi,34.9,26.4,0
2013/8/25,2070-05-09,Birendranagar,32.2,23.9,15
2013/8/25,2070-05-09,Nepalgunj,35.3,26.6,
2013/8/25,2070-05-09,Jumla,26.4,16,0
2013/8/25,2070-05-09,Dang,33.3,23.5,0
2013/8/25,2070-05-09,Pokhara,32.7,23.7,3.2
2013/8/25,2070-05-09,Bhairahawa,36.4,27.7,0
2013/8/25,2070-05-09,Simra,36,25.5,0
2013/8/25,2070-05-09,Kathmandu,30.8,20.6,3.8
2013/8/25,2070-05-09,Okhaldhunga,27,16.8,17.2
2013/8/25,2070-05-09,Taplejung,27.4,18,36.9
2013/8/25,2070-05-09,Dhankuta,29.2,20.6,0
2013/8/25,2070-05-09,Biratnagar,36.5,27,0
2013/8/26,2070-05-10,Dadeldhura,26.7,18.1,0
2013/8/26,2070-05-10,Dipayal,32.8,25.2,0
2013/8/26,2070-05-10,Dhangadi,32.4,26.7,0.2
2013/8/26,2070-05-10,Birendranagar,29.8,24.3,0.1
2013/8/26,2070-05-10,Nepalgunj,29.2,24.8,90.7
2013/8/26,2070-05-10,Jumla,25.5,16.4,3.1
2013/8/26,2070-05-10,Dang,29,23,26
2013/8/26,2070-05-10,Pokhara,30,21,21.2
2013/8/26,2070-05-10,Bhairahawa,30.4,25.2,30.6
2013/8/26,2070-05-10,Simra,32.5,24,0.3
2013/8/26,2070-05-10,Kathmandu,27.5,20.2,26.8
2013/8/26,2070-05-10,Okhaldhunga,26.6,16.6,0
2013/8/26,2070-05-10,Taplejung,27.2,18.2,14.6
2013/8/26,2070-05-10,Dhankuta,30,21.2,1.6
2013/8/26,2070-05-10,Biratnagar,34.7,26,0
2013/8/27,2070-05-11,Dadeldhura,25.8,18.4,99.9
2013/8/27,2070-05-11,Dipayal,31.8,25,0
2013/8/27,2070-05-11,Dhangadi,30.3,24.8,145.7
2013/8/27,2070-05-11,Birendranagar,30,21.3,72.3
2013/8/27,2070-05-11,Nepalgunj,29.7,25,19.3
2013/8/27,2070-05-11,Jumla,24.8,16.2,1.7
2013/8/27,2070-05-11,Dang,27.2,22,33.4
2013/8/27,2070-05-11,Pokhara,29.5,23,0.1
2013/8/27,2070-05-11,Bhairahawa,28.8,25,53.3
2013/8/27,2070-05-11,Simra,25,22,38.2
2013/8/27,2070-05-11,Kathmandu,28,20,0.2
2013/8/27,2070-05-11,Okhaldhunga,22.5,16.4,1.8
2013/8/27,2070-05-11,Taplejung,24.5,,21
2013/8/27,2070-05-11,Dhankuta,27.8,20,
2013/8/27,2070-05-11,Biratnagar,31,26,0.2
2013/8/28,2070-05-12,Dadeldhura,21.6,17.3,
2013/8/28,2070-05-12,Dipayal,32.2,24.3,0
2013/8/28,2070-05-12,Dhangadi,31.5,25.2,
2013/8/28,2070-05-12,Birendranagar,29.4,21.6,5.5
2013/8/28,2070-05-12,Nepalgunj,29.6,25.2,23
2013/8/28,2070-05-12,Jumla,22.3,,
2013/8/28,2070-05-12,Dang,30,22.5,2.2
2013/8/28,2070-05-12,Pokhara,31.5,22.6,0
2013/8/28,2070-05-12,Bhairahawa,33.3,26,1
2013/8/28,2070-05-12,Simra,33,25.4,2
2013/8/28,2070-05-12,Kathmandu,28.7,20.2,1.8
2013/8/28,2070-05-12,Okhaldhunga,28.7,16.6,
2013/8/28,2070-05-12,Taplejung,24.7,18.1,1.9
2013/8/28,2070-05-12,Dhankuta,29.9,21,0
2013/8/28,2070-05-12,Biratnagar,32,26.2,5
2013/8/29,2070-05-13,Dadeldhura,25.4,16.7,1.8
2013/8/29,2070-05-13,Dipayal,34.7,29.5,0
2013/8/29,2070-05-13,Dhangadi,32.8,25.2,
2013/8/29,2070-05-13,Birendranagar,32.6,22.1,0.1
2013/8/29,2070-05-13,Nepalgunj,32.6,24.8,11
2013/8/29,2070-05-13,Jumla,25,15.4,1.4
2013/8/29,2070-05-13,Dang,31,21,1
2013/8/29,2070-05-13,Pokhara,29.8,22.3,24.3
2013/8/29,2070-05-13,Bhairahawa,32.5,26.7,1
2013/8/29,2070-05-13,Simra,32.7,25.4,0
2013/8/29,2070-05-13,Kathmandu,28.5,20,5.4
2013/8/29,2070-05-13,Okhaldhunga,22,16.4,0
2013/8/29,2070-05-13,Taplejung,23.9,18.2,1
2013/8/29,2070-05-13,Dhankuta,26.8,21,0
2013/8/29,2070-05-13,Biratnagar,32.5,25.5,0
2013/8/30,2070-05-14,Dadeldhura,22.6,16.6,60.3
2013/8/30,2070-05-14,Dipayal,34.7,22.6,2.6
2013/8/30,2070-05-14,Dhangadi,32.2,25.5,
2013/8/30,2070-05-14,Birendranagar,30.4,22.3,21.4
2013/8/30,2070-05-14,Nepalgunj,32.4,25.2,0
2013/8/30,2070-05-14,Jumla,25.3,15.4,2.6
2013/8/30,2070-05-14,Dang,29.7,23,87.6
2013/8/30,2070-05-14,Pokhara,31,22.7,2.7
2013/8/30,2070-05-14,Bhairahawa,34.9,26,0
2013/8/30,2070-05-14,Simra,33.5,25.4,0
2013/8/30,2070-05-14,Kathmandu,29.3,19.2,14.5
2013/8/30,2070-05-14,Okhaldhunga,25.5,16,0
2013/8/30,2070-05-14,Taplejung,25.2,16.7,0.2
2013/8/30,2070-05-14,Dhankuta,27.9,,0
2013/8/30,2070-05-14,Biratnagar,33.2,25.5,0
2013/8/31,2070-05-15,Dadeldhura,25.4,16,5.3
2013/8/31,2070-05-15,Dipayal,34.8,23.8,0.6
2013/8/31,2070-05-15,Dhangadi,33.9,25.4,0
2013/8/31,2070-05-15,Birendranagar,32.2,22.8,0
2013/8/31,2070-05-15,Nepalgunj,29.6,26,23.8
2013/8/31,2070-05-15,Dang,30,22.5,12.2
2013/8/31,2070-05-15,Pokhara,30.5,23.4,0.9
2013/8/31,2070-05-15,Bhairahawa,35,27,0
2013/8/31,2070-05-15,Simra,33,25.4,2
2013/8/31,2070-05-15,Kathmandu,27,20.8,6.6
2013/8/31,2070-05-15,Okhaldhunga,25,16.4,0.1
2013/8/31,2070-05-15,Taplejung,26.7,18.5,1
2013/8/31,2070-05-15,Dhankuta,27.8,19.7,0
2013/8/31,2070-05-15,Biratnagar,32,26,0.5
2013/9/1,2070-05-16,Dadeldhura,26.5,16.5,0.8
2013/9/1,2070-05-16,Dipayal,35.8,20.2,0
2013/9/1,2070-05-16,Dhangadi,34.4,28.5,0
2013/9/1,2070-05-16,Birendranagar,32.6,23.2,0
2013/9/1,2070-05-16,Nepalgunj,33.8,25,0
2013/9/1,2070-05-16,Jumla,26.9,15.8,
2013/9/1,2070-05-16,Dang,32,22.5,0
2013/9/1,2070-05-16,Pokhara,31.3,22.5,34.3
2013/9/1,2070-05-16,Bhairahawa,35,25.4,4
2013/9/1,2070-05-16,Simra,33.6,25,2.5
2013/9/1,2070-05-16,Kathmandu,28,21,1.4
2013/9/1,2070-05-16,Okhaldhunga,24,17.2,55.6
2013/9/1,2070-05-16,Taplejung,24.4,18.8,0
2013/9/1,2070-05-16,Dhankuta,27.9,24,0
2013/9/1,2070-05-16,Biratnagar,33.6,25.5,0
2013/9/2,2070-05-17,Dadeldhura,26.5,17.3,0.8
2013/9/2,2070-05-17,Dipayal,35.7,24.4,0
2013/9/2,2070-05-17,Dhangadi,33.7,25.6,0
2013/9/2,2070-05-17,Birendranagar,33.3,23,
2013/9/2,2070-05-17,Nepalgunj,32.1,25.5,0.8
2013/9/2,2070-05-17,Jumla,27.2,15.5,0
2013/9/2,2070-05-17,Dang,30.5,23,13.2
2013/9/2,2070-05-17,Pokhara,24.5,22.6,
2013/9/2,2070-05-17,Bhairahawa,30.3,26.3,20.3
2013/9/2,2070-05-17,Simra,27,26,
2013/9/2,2070-05-17,Kathmandu,23.5,21.2,1.5
2013/9/2,2070-05-17,Okhaldhunga,24.6,17.6,47.8
2013/9/2,2070-05-17,Taplejung,25.4,18,
2013/9/2,2070-05-17,Dhankuta,28.3,20.8,5.1
2013/9/2,2070-05-17,Biratnagar,32.5,25,27.6
2013/9/3,2070-05-18,Dadeldhura,26.6,17,
2013/9/3,2070-05-18,Dipayal,33.8,24.5,0.2
2013/9/3,2070-05-18,Dhangadi,31.4,25.2,
2013/9/3,2070-05-18,Birendranagar,32,23,30
2013/9/3,2070-05-18,Nepalgunj,31.5,24.6,49.4
2013/9/3,2070-05-18,Jumla,25.6,16,0
2013/9/3,2070-05-18,Dang,30.7,22.4,27.6
2013/9/3,2070-05-18,Pokhara,28.2,21.5,55.8
2013/9/3,2070-05-18,Bhairahawa,29.9,24.7,
2013/9/3,2070-05-18,Simra,30.6,25,78.6
2013/9/3,2070-05-18,Kathmandu,25.4,19.8,3.5
2013/9/3,2070-05-18,Okhaldhunga,23.1,17,117.8
2013/9/3,2070-05-18,Taplejung,24,18.3,16.7
2013/9/3,2070-05-18,Dhankuta,25.8,20.5,17.2
2013/9/3,2070-05-18,Biratnagar,31.2,25.5,6.9
2013/9/4,2070-05-19,Dadeldhura,26.7,17.1,0
2013/9/4,2070-05-19,Dipayal,34.4,24.2,3.2
2013/9/4,2070-05-19,Dhangadi,32.6,22.4,125.7
2013/9/4,2070-05-19,Birendranagar,31.7,22.3,28.3
2013/9/4,2070-05-19,Nepalgunj,32.5,23.8,28.8
2013/9/4,2070-05-19,Jumla,27.4,14.5,
2013/9/4,2070-05-19,Dang,30.5,22,21.4
2013/9/4,2070-05-19,Pokhara,29.6,22,1.8
2013/9/4,2070-05-19,Bhairahawa,33,24.4,5
2013/9/4,2070-05-19,Simra,33,25.4,1
2013/9/4,2070-05-19,Kathmandu,28.8,19.6,64
2013/9/4,2070-05-19,Okhaldhunga,22.5,17,43.6
2013/9/4,2070-05-19,Taplejung,22.5,17,13.1
2013/9/4,2070-05-19,Dhankuta,22.2,20.5,
2013/9/4,2070-05-19,Biratnagar,32.5,25.5,0
2013/9/5,2070-05-20,Dadeldhura,26.1,16.1,0
2013/9/5,2070-05-20,Dipayal,34.4,23.2,0
2013/9/5,2070-05-20,Dhangadi,33.2,24,0
2013/9/5,2070-05-20,Birendranagar,33,21.8,0
2013/9/5,2070-05-20,Nepalgunj,32.8,24.8,8
2013/9/5,2070-05-20,Jumla,25.4,13.5,
2013/9/5,2070-05-20,Dang,30.5,22,0
2013/9/5,2070-05-20,Pokhara,31.4,22,28.5
2013/9/5,2070-05-20,Bhairahawa,34.6,26.5,0
2013/9/5,2070-05-20,Simra,33.6,25.4,2.4
2013/9/5,2070-05-20,Kathmandu,31,19.2,0
2013/9/5,2070-05-20,Okhaldhunga,24.4,16.4,0.8
2013/9/5,2070-05-20,Taplejung,,18.1,
2013/9/5,2070-05-20,Dhankuta,26.7,20.5,13.1
2013/9/5,2070-05-20,Biratnagar,33.3,24.5,0.8
2013/9/6,2070-05-21,Dadeldhura,25.7,14.9,0.3
2013/9/6,2070-05-21,Dipayal,35.4,21.6,0
2013/9/6,2070-05-21,Dhangadi,33.6,24.3,15.9
2013/9/6,2070-05-21,Birendranagar,33.2,22,1.5
2013/9/6,2070-05-21,Nepalgunj,33.3,24,0.3
2013/9/6,2070-05-21,Jumla,25.1,13.5,0.7
2013/9/6,2070-05-21,Dang,31.6,22,0
2013/9/6,2070-05-21,Pokhara,31.1,21.2,6.5
2013/9/6,2070-05-21,Bhairahawa,34.6,25.4,0
2013/9/6,2070-05-21,Simra,34,25.2,0
2013/9/6,2070-05-21,Kathmandu,30.3,18.2,0
2013/9/6,2070-05-21,Okhaldhunga,26.8,16.6,0
2013/9/6,2070-05-21,Taplejung,25.6,18.5,7
2013/9/6,2070-05-21,Dhankuta,27.8,21,4.3
2013/9/6,2070-05-21,Biratnagar,34.5,26.5,0
2013/9/7,2070-05-22,Dadeldhura,26.2,15,
2013/9/7,2070-05-22,Dipayal,34.4,21.4,0
2013/9/7,2070-05-22,Dhangadi,33.2,22.2,2.5
2013/9/7,2070-05-22,Birendranagar,32.2,21.6,0
2013/9/7,2070-05-22,Nepalgunj,32.6,23.9,1.8
2013/9/7,2070-05-22,Jumla,25,13.4,0.6
2013/9/7,2070-05-22,Dang,30.5,20.6,33.2
2013/9/7,2070-05-22,Pokhara,30,22,1
2013/9/7,2070-05-22,Bhairahawa,32.2,24,1.5
2013/9/7,2070-05-22,Simra,33.8,24.5,4.8
2013/9/7,2070-05-22,Kathmandu,28.2,18.8,
2013/9/7,2070-05-22,Dhankuta,27.7,19,9.5
2013/9/7,2070-05-22,Biratnagar,34.3,25,0
2013/9/8,2070-05-23,Dadeldhura,25.7,15.2,3.6
2013/9/8,2070-05-23,Dipayal,35,22.2,0.8
2013/9/8,2070-05-23,Dhangadi,32.7,22.2,35.3
2013/9/8,2070-05-23,Birendranagar,33.5,21.8,8
2013/9/8,2070-05-23,Nepalgunj,31.8,24.8,0
2013/9/8,2070-05-23,Jumla,24.5,13.1,12.3
2013/9/8,2070-05-23,Dang,30.2,20.5,0
2013/9/8,2070-05-23,Pokhara,30,21.2,0
2013/9/8,2070-05-23,Bhairahawa,34,24.8,0
2013/9/8,2070-05-23,Simra,34.2,23.4,0
2013/9/8,2070-05-23,Kathmandu,29.5,19,0
2013/9/8,2070-05-23,Okhaldhunga,26.3,15.6,
2013/9/8,2070-05-23,Taplejung,25.7,16.7,
2013/9/8,2070-05-23,Dhankuta,27.6,19.5,
2013/9/8,2070-05-23,Biratnagar,33.7,24,
2013/9/9,2070-05-24,Dadeldhura,26.5,14.5,
2013/9/9,2070-05-24,Dipayal,34.7,21.4,0
2013/9/9,2070-05-24,Dhangadi,32.6,24,8.3
2013/9/9,2070-05-24,Birendranagar,33.5,23.6,2.3
2013/9/9,2070-05-24,Nepalgunj,30.5,24.8,1.8
2013/9/9,2070-05-24,Jumla,24.7,13.8,0.6
2013/9/9,2070-05-24,Dang,30.6,20,0
2013/9/9,2070-05-24,Pokhara,30.1,20.6,0
2013/9/9,2070-05-24,Bhairahawa,34,25.2,0
2013/9/9,2070-05-24,Simra,33.8,23.5,13.6
2013/9/9,2070-05-24,Kathmandu,29.2,18.2,10.7
2013/9/9,2070-05-24,Okhaldhunga,24.7,15.5,0
2013/9/9,2070-05-24,Taplejung,25.3,16.1,
2013/9/9,2070-05-24,Dhankuta,27.5,18.5,3.8
2013/9/9,2070-05-24,Biratnagar,34.5,24.5,0
2013/9/10,2070-05-25,Dadeldhura,23.8,15.3,
2013/9/10,2070-05-25,Dipayal,34.8,22.6,0
2013/9/10,2070-05-25,Dhangadi,32.4,23.9,0
2013/9/10,2070-05-25,Birendranagar,33.5,21.5,0.9
2013/9/10,2070-05-25,Nepalgunj,32.7,24.4,0.5
2013/9/10,2070-05-25,Jumla,23.4,13.4,11.6
2013/9/10,2070-05-25,Dang,30.5,20,0
2013/9/10,2070-05-25,Pokhara,30.5,19.9,28.7
2013/9/10,2070-05-25,Bhairahawa,33.4,25,0
2013/9/10,2070-05-25,Simra,33.6,23.2,9.4
2013/9/10,2070-05-25,Kathmandu,30.7,18.5,0
2013/9/10,2070-05-25,Okhaldhunga,24.4,15.2,0
2013/9/10,2070-05-25,Taplejung,24.8,16.5,14
2013/9/10,2070-05-25,Dhankuta,27.5,19,0
2013/9/10,2070-05-25,Biratnagar,34.5,24.5,0
2013/9/11,2070-05-26,Dadeldhura,26,16,4.6
2013/9/11,2070-05-26,Dipayal,36.2,23.4,0
2013/9/11,2070-05-26,Dhangadi,33.6,29,0
2013/9/11,2070-05-26,Birendranagar,32.7,22.2,1.1
2013/9/11,2070-05-26,Nepalgunj,34,24.3,0
2013/9/11,2070-05-26,Jumla,25.6,13.3,0.2
2013/9/11,2070-05-26,Dang,32.5,19.5,
2013/9/11,2070-05-26,Pokhara,30.8,20.9,0
2013/9/11,2070-05-26,Bhairahawa,35,24.3,0
2013/9/11,2070-05-26,Simra,34,24,0
2013/9/11,2070-05-26,Kathmandu,28.5,18.2,1.8
2013/9/11,2070-05-26,Okhaldhunga,25,15.4,0
2013/9/11,2070-05-26,Taplejung,25.3,17.2,0
2013/9/11,2070-05-26,Dhankuta,27.6,19.5,0
2013/9/11,2070-05-26,Biratnagar,34,,0
2013/9/12,2070-05-27,Dadeldhura,24.3,16.5,0.1
2013/9/12,2070-05-27,Dipayal,34.4,23.4,0
2013/9/12,2070-05-27,Dhangadi,32.8,24,0
2013/9/12,2070-05-27,Birendranagar,32.9,22.5,3.2
